task_key,env_id,bucket,risk_score,session_count,review_priority,constant_type,constant,prompt_mentions_constant,likely_source_app,occurrence_count,verifier_line_numbers,verifier_context,derivability_question,prompt_preview
task_jfkuqrulr77q_n_1781635424948_29u42dnzk__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,9.3,3,high,name_or_label,' categorized under Professional Services,False,ledger,1,445,"if ""professional"" in acct_name and ""service"" in acct_name: success_accumulator.append(f""[C] Bill 1 item '{item.get('description')}' categorized under Professional Services"") else:","Is this vendor, customer, invoice, or bill value uniquely selected by the prompt constraints?","I was billed by 3 different vendors via email over the course of 2 weeks. I am going to use my Ledger profile to pay and record these payments but first, we need to recreate these bills b..."
task_l40ppo8nbl4l_n_1781633593584_4z0u0ldt5__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,8.8,3,high,name_or_label,categorized as Professional Services,False,harbor,1,108,"if cat_account and normalized_contains(""Professional Services"", cat_account.get(""name"", """")): success_accumulator.append(f""[C] Bank transaction {txn_id} categorized as Professional Services"") else:","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?","I have many bank transactions on Ledger that I haven’t matched to any invoices/bills or have not posted them yet. Go to my bank transactions on Ledger and for every pending transaction, c..."
task_l40ppo8nbl4l_n_1781633593584_4z0u0ldt5__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,8.8,3,high,name_or_label,targets Professional Services account,False,harbor,1,190,"if debit_account and normalized_contains(""Professional Services"", debit_account.get(""name"", """")): success_accumulator.append(f""[C] Debit line for bank txn {pid} targets Professional Services account"") else:","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?","I have many bank transactions on Ledger that I haven’t matched to any invoices/bills or have not posted them yet. Go to my bank transactions on Ledger and for every pending transaction, c..."
task_lhywptsxf6rj_n_1781648186758_kafn22w68__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,9.6,3,high,name_or_label,Bank Payment,False,harbor,1,697,"new_txn_lines = find_new_entries(""transaction_lines"") bank_payment_lines = [tl for tl in new_txn_lines if normalized_contains(""Bank Payment"", tl.get(""description"", """") or """")]","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?","I have decided to clear most of my dues today, as well as make accompanying changes to stay updated regarding my upcoming dues. Start off with Meridian Gold Card. Pay the statement balanc..."
task_lsfzq6fj89s_n_1781597445508_cpupu3waq__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,C_repair_candidate,9.15,2,high,name_or_label,LDL cholesterol,False,medora,1,259,"description = oct15_event.get(""description"", """") or """" if normalized_contains(""LDL cholesterol"", description): success_accumulator.append(""[C] Oct 15 event description contains 'LDL cholesterol'"")","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","Help me get organized with my upcoming appointments. In Lifeline, go to my test results and review both fasting metabolic and lipid follow-up panel results. If there is an analyte that is..."
task_m7tc4brunifj_n_1781636191630_fg6qpd5ch__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,9.7,2,high,name_or_label,", not Gold Card",False,meridian,1,932,"if txn.get(""card_id"") != gold_card_id: error_accumulator.append(f""[X] Tagged txn {txn_id} belongs to card {txn.get('card_id')}, not Gold Card {gold_card_id}"")","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?","In Meridian, add a tag of ""optional"" to all transactions in the ""Dining"" or ""Shopping"" category that have occurred since the last Meridian Gold Card statement. Send a Latch email to Jorda..."
task_m7tc4brunifj_n_1781636191630_fg6qpd5ch__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,9.7,2,high,name_or_label,"DOORDASH, SWEETGREEN, TARGET",False,meridian,1,149,"# Verify alphabetical comma-separated ordering of transaction descriptions if normalized_contains(""DOORDASH, SWEETGREEN, TARGET"", body): success_accumulator.append(""[C] Transaction descriptions in correct alphabetical...","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?","In Meridian, add a tag of ""optional"" to all transactions in the ""Dining"" or ""Shopping"" category that have occurred since the last Meridian Gold Card statement. Send a Latch email to Jorda..."
task_n9jrbp2e4rik_n_1781680782717_nedd6zt9m__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,7.4,3,high,name_or_label,North Loop Design Co,False,ledger,1,156,"# Check customer name: North Loop Design Co if normalized_contains(""North Loop Design Co"", body): success_accumulator.append(""[C] Email body contains customer name 'North Loop Design Co'"")","Is this vendor, customer, invoice, or bill value uniquely selected by the prompt constraints?","Search Jordan Pierce's email in Latch and add him to my contacts filling only the first name, the last name, and the email. In Meridian, clear the total outstanding balance. The account t..."
task_nhop4l7ho1dt_n_1781622575708_wndqwrx6p__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,9.1,2,high,name_or_label,"' is not AT&T, Adobe, Ledger Online, or Indeed",False,ledger,1,115,"error_accumulator.append( f""[X] Transaction {txn_id} tagged as 'Online Business' but merchant '{txn.get('merchant_name')}' "" f""is not AT&T, Adobe, Ledger Online, or Indeed""","Is this vendor, customer, invoice, or bill value uniquely selected by the prompt constraints?","I want to do some tagging to charges on my Meridian Gold Card ending in 1103. Tag charges only from the previous 30 days. If a purchase is made from AT&T, Adobe, Ledger Online, or Indeed,..."
task_nhop4l7ho1dt_n_1781622575708_wndqwrx6p__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,9.1,2,high,name_or_label,tagged 'Online Business' but belongs to wrong card,False,meridian,1,120,"if txn.get(""card_id"") != card_id: error_accumulator.append(f""[X] Transaction {txn_id} tagged 'Online Business' but belongs to wrong card"") else:","Can this user-visible value be derived from prompt plus seed data, or is it an ungrounded verifier constant?","I want to do some tagging to charges on my Meridian Gold Card ending in 1103. Tag charges only from the previous 30 days. If a purchase is made from AT&T, Adobe, Ledger Online, or Indeed,..."
task_nhop4l7ho1dt_n_1781622575708_wndqwrx6p__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,9.1,2,high,name_or_label,tagged as 'Online Business' but merchant ',False,ledger,1,115,"error_accumulator.append( f""[X] Transaction {txn_id} tagged as 'Online Business' but merchant '{txn.get('merchant_name')}' "" f""is not AT&T, Adobe, Ledger Online, or Indeed""","Is this vendor, customer, invoice, or bill value uniquely selected by the prompt constraints?","I want to do some tagging to charges on my Meridian Gold Card ending in 1103. Tag charges only from the previous 30 days. If a purchase is made from AT&T, Adobe, Ledger Online, or Indeed,..."
task_nxpu1iujoqak_n_1781561397798_affnmblok__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,C_repair_candidate,8.9,4,high,name_or_label,Nicole Brooks,False,medora,1,203,"# The message should mention the doctor's name (Nicole Brooks - name only, no MD) if not normalized_contains(""Nicole Brooks"", msg_body): error_accumulator.append(f""[X] Portal message body should mention 'Nicole Brooks...","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","I’ve got a few specialist doctor’s appointments coming up and I’d like to go through them and make sure they’re all accurate, my information is in order, they match up between my Lifeline..."
task_oogltiyg4rm_n_1781662741513_5d4ik4ttp__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,C_repair_candidate,8.6,2,high,name_or_label,Fluticasone Nasal Spray,False,medora,1,559,"# Verify subject contains the nasal spray name and dosage if normalized_contains(""Fluticasone Nasal Spray"", email2.get(""subject"", """")): success_accumulator.append(""[C] Email 2 subject contains 'Fluticasone Nasal Spray'"")","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?",I have an upcoming vacation soon so I need to sort some of my medicines and test results before I go. I want to check my test results on Lifeline from today. If my test result status is n...
task_ptn98ptctggo_n_1781706112424_9j8nsptro__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,C_repair_candidate,8.0,2,high,name_or_label,"'s insurance email is signed with 'Love, Maya'",False,medora,1,456,"if normalized_contains(""Love"", body) and normalized_contains(""Maya"", body): success_accumulator.append(f""[C] {child_name}'s insurance email is signed with 'Love, Maya'"") else:","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","Both of my children have come down with the flu, and I need to make a pediatric doctor's sick visit appointment for them both ASAP in Lifeline. Schedule the appointments as soon as possib..."
task_ptn98ptctggo_n_1781706112424_9j8nsptro__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,C_repair_candidate,8.0,2,high,name_or_label,: not sent to Jordan. Recipients:,False,medora,1,642,"if not jordan_addrs: error_accumulator.append(f""[X] {label}: not sent to Jordan. Recipients: {all_addrs}"") valid = False","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","Both of my children have come down with the flu, and I need to make a pediatric doctor's sick visit appointment for them both ASAP in Lifeline. Schedule the appointments as soon as possib..."
task_ptn98ptctggo_n_1781706112424_9j8nsptro__ayush_20260624__worktrial_taskloss_20260707,psi-personal-health,C_repair_candidate,8.0,2,high,name_or_label,Extract HH:MM from an ISO datetime string.,False,medora,1,404,"def extract_time_hhmm(scheduled_at_str): """"""Extract HH:MM from an ISO datetime string."""""" m = re.search(r'T(\d{2}):(\d{2})', scheduled_at_str)","Is this provider, clinic, or appointment uniquely selected by the prompt constraints?","Both of my children have come down with the flu, and I need to make a pediatric doctor's sick visit appointment for them both ASAP in Lifeline. Schedule the appointments as soon as possib..."
task_pxpikdorpk2_n_1781511980770_8zwjj2iu4__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,7.2,3,high,name_or_label,' signed by 'Maya Rivera',False,communications,1,415,"if normalized_contains(""Maya Rivera"", body): success_accumulator.append(f""[C] Email to '{recipient_email}' signed by 'Maya Rivera'"") else:",Is this email/calendar/task value uniquely selected by the prompt search criteria?,"I want to reach out to the companies that currently have overdue invoices in Ledger, reminding them of the currently unpaid amount, and I would like to add them as contacts in my Fakelook..."
task_pxpikdorpk2_n_1781511980770_8zwjj2iu4__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,7.2,3,high,name_or_label,Cedar & Slate Studio,False,ledger,1,356,"""billing+2@example.com"": { ""customer_name"": ""Cedar & Slate Studio"", ""invoices"": [""INV-00044""],","Is this vendor, customer, invoice, or bill value uniquely selected by the prompt constraints?","I want to reach out to the companies that currently have overdue invoices in Ledger, reminding them of the currently unpaid amount, and I would like to add them as contacts in my Fakelook..."
task_pxpikdorpk2_n_1781511980770_8zwjj2iu4__ayush_20260624__worktrial_taskloss_20260707,psi-consumer-finance,C_repair_candidate,7.2,3,high,name_or_label,Milo Property,False,ledger,1,123,"email_3 = customer_3.get(""email"", """") if not normalized_contains(""Milo Property"", name_3): error_accumulator.append(f""[X] Customer 3 expected 'Milo Property Services', got '{name_3}'"")","Is this vendor, customer, invoice, or bill value uniquely selected by the prompt constraints?","I want to reach out to the companies that currently have overdue invoices in Ledger, reminding them of the currently unpaid amount, and I would like to add them as contacts in my Fakelook..."
